"word"	"subject"	"session"	"trial"	"age"	"gender"	"hand"	"origin"	"dialect"	"diploma"	"word_status"	"response"	"RT"	"stem"	"RTprev"	"transcription"	"Nphonemes"	"word_class"	"regularity"	"inflected"	"lip"	"lip.ms"	"fip"	"fip.ms"	"Nletters"	"Nstem_syllables"	"Nword_syllables"	"stressed_syll"	"initial_stress"	"final_stress"	"morph_classification"	"word_duration"	"tense"	"number"	"person"	"CELEX_form_freq"	"CELEX_lemma_freq"	"CGN_form_freq"	"CGN_lemma_freq"	"rating"	"word_unknown"	"meaning_unknown"	"affix"	"stem1"	"stem2"	"compound_type"	"CELEX_form_freq_stem1"	"CELEX_lemma_freq_stem1"	"CELEX_form_freq_stem2"	"CELEX_lemma_freq_stem2"	"X"	"one_compound"	"one_prefix"	"one_suffix"	"one_inflection"	"one_circumfix"	"fip_length"	"rcp"	"cob"	"stem_cob"	"include"	"CELEXform_freq"	"CELEXstem_freq"	"CELEXen_form_freq"	"en"	"s"	"only_suffix"	"logCELEXform_freq"	"logCELEXstem_freq"	"logCELEXen_form_freq"	"logRT"	"logRTprev"	"logword_duration"	"logtrial"	"lookup"	"decomp"	"pnlty"	"penalty"	"logSTMfreq"	"logFRMfreq"	"logSTMorFRMfreq"	"logRTprev_c"	"logword_duration_c"	"logtrial_c"	"logSTMfreq_c"	"logFRMfreq_c"	"logSTMorFRMfreq_c"	"logPLfreq"	"groups"
"27874"	"rangen"	"s19"	3	74	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"incorrect"	814	"rang"	1292	"rAN@"	4	"nom"	"-"	"yes"	"[end]"	"0.31"	"rAN@"	"0.39"	6	"2"	2	"rA"	"yes"	"no"	"underived"	407	"-"	"plur"	"-"	192	0	6	23	3.78666666667	"3"	"3"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"rAN"	"192.0"	"0.0"	NA	192	520	0	1	0	"en"	5.26269018890489	6.25575004175337	0	6.70318811324086	7.16472037877186	6.01126717440416	4.31748811353631	0	1	1	1	6.25575004175337	0	5.26269018890489	0.0833735079804274	-0.268519804902685	-1.01850324718381	-1.62116545814216	-3.07035847248969	-1.67033270179966	0	"pl_sgDom"
"27880"	"smokkel"	"s19"	3	80	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"incorrect"	883	"smokkel"	744	"smOk@l"	6	"nom"	"-"	"yes"	"smOk@"	"0.467"	"smOk@l"	"0.56"	7	"2"	2	"smO"	"yes"	"no"	"underived"	577	"present"	"sing"	"1,2"	33	27	7	8	4.02666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"smOk@l"	"3.0"	"68.0"	NA	2733	2733	2733	1	0	"-"	7.91352101728389	7.91352101728389	8.83477381421388	6.78445706263764	6.61338421837956	6.35957386867238	4.39444915467244	1	0	0	0	7.91352101728389	7.91352101728389	7.91352101728389	-0.46796265241187	0.0797868893655309	-0.941542206047683	0.036605517388363	4.84316254479421	0.980498126579344	7.91352101728389	"sg_plDom"
"27882"	"radijs"	"s19"	3	82	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	738	"radijs"	924	"radKs"	5	"nom"	"-"	"yes"	"radK"	"0.47"	"radKs"	"0.71"	6	"2"	2	"dKs"	"no"	"yes"	"underived"	731	"-"	"sing"	"-"	31	48	1	8	3.58666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"radKs"	"31.0"	"31.0"	NA	31	31	31	1	0	"-"	3.46573590279973	3.46573590279973	2.89037175789616	6.6052979209482	6.82979373751242	6.59578051396131	4.4188406077966	1	0	0	0	3.46573590279973	3.46573590279973	3.46573590279973	-0.251553133279005	0.315993534654464	-0.917150752923524	-4.4111795970958	0.395377430310041	-3.46728698790482	3.46573590279973	"sg_plDom"
"27888"	"kristal"	"s19"	3	88	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	1059	"kristal"	924	"krIstAl"	7	"nom"	"-"	"yes"	"krIst"	"0.36"	"krIstA"	"0.457"	7	"2"	2	"tAl"	"no"	"yes"	"underived"	633	"-"	"sing"	"-"	122	219	11	28	3.90666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"krIstAl"	"122.0"	"122.0"	NA	122	122	122	1	0	"-"	4.81218435537242	4.81218435537242	9.8777594039634	6.96602418710611	6.82979373751242	6.45204895443723	4.48863636973214	1	0	0	0	4.81218435537242	4.81218435537242	4.81218435537242	-0.251553133279005	0.172261975130379	-0.847354990987983	-3.06473114452311	1.74182588288273	-2.12083853533213	4.81218435537242	"sg_plDom"
"27891"	"topaas"	"s19"	3	91	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"incorrect"	852	"topaas"	1024	"topas"	5	"nom"	"-"	"yes"	"topa"	"0.47"	"topas"	"0.73"	6	"2"	2	"pas"	"no"	"yes"	"underived"	754	"-"	"sing"	"-"	25	33	0	1	2.01333333333	"13"	"24"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"topas"	"9.0"	"9.0"	NA	916	916	916	1	0	"-"	6.82110747225646	6.82110747225646	3.36729582998647	6.74875954749168	6.93244789157251	6.62671774924902	4.52178857704904	1	0	0	0	6.82110747225646	6.82110747225646	6.82110747225646	-0.148898979218921	0.346930769942178	-0.814202783671082	-1.05580802763907	3.75074899976678	-0.111915418448086	6.82110747225646	"sg_plDom"
"27935"	"rapporten"	"s19"	3	136	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	722	"rapport"	657	"rApOrt@"	7	"nom"	"-"	"yes"	"rApO"	"0.287"	"rApOrt@"	"0.52"	9	"3"	3	"pOr"	"no"	"no"	"underived"	543	"-"	"plur"	"-"	653	0	30	321	5.01333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"rApOrt"	"653.0"	"2190.0"	NA	653	2190	0	1	0	"en"	6.4831073514572	7.69211333959547	0	6.58340922215876	6.48920493132532	6.29894924685594	4.91998092582813	0	1	1	1	7.69211333959547	0	6.4831073514572	-0.592141939466113	0.0191622675490954	-0.416010434891997	-0.184802160300065	-3.07035847248969	-0.449915539247352	0	"pl_sgDom"
"28061"	"sandalen"	"s19"	3	263	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	884	"sandaal"	1027	"sAndal@"	7	"nom"	"-"	"yes"	"sAnda"	"0.527"	"sAndal@"	"0.65"	8	"3"	3	"da"	"no"	"no"	"underived"	672	"-"	"plur"	"-"	249	0	16	33	4.21333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"sAndal"	"249.0"	"24.0"	NA	249	24	0	1	0	"en"	5.52146091786225	3.2188758248682	0	6.78558764500793	6.93537044601511	6.51174532964473	5.57594910314632	0	1	1	1	3.2188758248682	0	5.52146091786225	-0.14597642477632	0.231958350337881	0.239957742426194	-4.65803967502733	-3.07035847248969	-1.4115619728423	0	"pl_sgDom"
"28068"	"fontein"	"s19"	3	270	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	776	"fontein"	923	"fOntKn"	6	"nom"	"-"	"yes"	"fOntK"	"0.55"	"fOntKn"	"0.67"	7	"2"	2	"tKn"	"no"	"yes"	"underived"	685	"-"	"sing"	"-"	235	386	25	62	4.05333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"fOntKn"	"235.0"	"235.0"	NA	235	235	235	1	0	"-"	5.46383180502561	5.46383180502561	4.77068462446567	6.65544035036765	6.82871207164168	6.53087762772588	5.6021188208797	1	0	0	0	5.46383180502561	5.46383180502561	5.46383180502561	-0.252634799149746	0.251090648419038	0.266127460159579	-2.41308369486992	2.39347333253592	-1.46919108567894	5.46383180502561	"sg_plDom"
"28107"	"vel"	"s19"	3	309	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	842	"vel"	1169	"vEl"	3	"nom"	"-"	"yes"	"[end]"	"0.39"	"vEl"	"0.39"	3	"1"	1	"vEl"	"yes"	"yes"	"underived"	414	"present"	"sing"	"1,2"	899	1386	105	162	4.94666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"vEl"	"5.0"	"85.0"	NA	88955	88955	88955	1	0	"-"	11.3958971444447	11.3958971444447	14.7588661109063	6.73696695800186	7.0647590277918	6.0282785202307	5.73657229747919	1	0	0	0	11.3958971444447	11.3958971444447	11.3958971444447	-0.0165878429996278	-0.251508459076149	0.40058093675907	3.51898164454919	8.32553867195504	4.46287425374017	11.3958971444447	"sg_plDom"
"28135"	"lijf"	"s19"	3	338	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	812	"lijf"	769	"lKf"	3	"nom"	"-"	"yes"	"lKv"	"0.57"	"lKf"	"0.57"	4	"1"	1	"lKf"	"yes"	"yes"	"underived"	591	"-"	"sing"	"-"	2182	2591	131	187	5.69333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"lKf"	"2182.0"	"2182.0"	NA	2182	2182	2182	1	0	"-"	7.68845535654994	7.68845535654994	12.3202313434243	6.70073110954781	6.64639051484773	6.38350663488401	5.82600010738045	1	0	0	0	7.68845535654994	7.68845535654994	7.68845535654994	-0.434956355943701	0.103719655577159	0.490008746660328	-0.188460143345588	4.61809688406026	0.755432465845393	7.68845535654994	"sg_plDom"
"28168"	"krot"	"s19"	3	371	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	803	"krot"	1021	"krOt"	4	"nom"	"-"	"yes"	"krOt"	"0.44"	"krOt"	"0.44"	4	"1"	1	"krOt"	"yes"	"yes"	"underived"	463	"-"	"sing"	"-"	63	134	5	8	3.93333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"krOt"	"1.0"	"1.0"	NA	621	621	621	1	0	"-"	6.43294009273918	6.43294009273918	0	6.68959926917897	6.92951677076365	6.13988455222626	5.91889385427315	1	0	0	0	6.43294009273918	6.43294009273918	6.43294009273918	-0.15183010002778	-0.139902427080592	0.582902493553024	-1.44397540715635	3.36258162024949	-0.500082797965371	6.43294009273918	"sg_plDom"
"28175"	"lijn"	"s19"	3	378	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	956	"lijn"	851	"lKn"	3	"nom"	"-"	"yes"	"lKn"	"0.45"	"lKn"	"0.45"	4	"1"	1	"lKn"	"yes"	"yes"	"underived"	467	"present"	"sing"	"1,2"	2910	4416	392	817	5.57333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"lKn"	"0.0"	"0.0"	NA	291000	291000	291000	1	0	"-"	12.5810819825738	12.5810819825738	11.8070939550568	6.86380339145295	6.74758652682932	6.14846829591765	5.93753620508243	1	0	0	0	12.5810819825738	12.5810819825738	12.5810819825738	-0.333760343962115	-0.1313186833892	0.601544844362304	4.70416648267831	9.51072351008416	5.64805909186929	12.5810819825738	"sg_plDom"
"28200"	"muggen"	"s19"	3	403	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	795	"mug"	865	"m}G@"	4	"nom"	"-"	"yes"	"mYx"	"0.35"	"m}G"	"0.35"	6	"2"	2	"m}"	"yes"	"no"	"underived"	459	"-"	"plur"	"-"	172	0	25	70	4.88	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"m}G"	"172.0"	"80.0"	NA	172	80	0	1	0	"en"	5.15329159449778	4.39444915467244	0	6.67959918584438	6.76388490856244	6.13122648948314	6.00141487796115	0	1	1	1	4.39444915467244	0	5.15329159449778	-0.317461962228995	-0.148560489823706	0.665423517241028	-3.48246634522309	-3.07035847248969	-1.77973129620677	0	"pl_sgDom"
"28229"	"blaas"	"s19"	3	432	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	758	"blaas"	855	"blas"	4	"nom"	"-"	"yes"	"blas"	"0.56"	"blas"	"0.56"	5	"1"	1	"blas"	"yes"	"yes"	"underived"	576	"present"	"sing"	"1,2"	253	223	7	28	4.78666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"blas"	"8.0"	"8.0"	NA	27191827	27191827	27191827	1	0	"-"	17.1184270449483	17.1184270449483	18.82777949028	6.63200177739563	6.75227037614174	6.3578422665081	6.07073772800249	1	0	0	0	17.1184270449483	17.1184270449483	17.1184270449483	-0.329076494649688	0.078055287201253	0.734746367282368	9.24151154505273	14.0480685724586	10.1854041542437	17.1184270449483	"sg_plDom"
"28234"	"honden"	"s19"	3	437	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	821	"hond"	937	"hOnd@"	5	"nom"	"-"	"yes"	"[end]"	"0.34"	"hOnd@"	"0.44"	6	"2"	2	"hOn"	"yes"	"no"	"underived"	462	"-"	"plur"	"-"	2250	0	134	788	5.70666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"hOnd"	"2250.0"	"4546.0"	NA	2250	4546	0	1	0	"en"	7.71912984090673	8.42222295382501	0	6.71174039505618	6.84374994900622	6.13772705408623	6.08221891037645	0	1	1	1	8.42222295382501	0	7.71912984090673	-0.237596921785205	-0.142059925220613	0.746227549656324	0.545307453929478	-3.07035847248969	0.786106950202182	0	"pl_sgDom"
"28246"	"mineraal"	"s19"	3	450	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	865	"mineraal"	962	"min@ral"	7	"nom"	"-"	"no"	"min@"	"0.227"	"min@r"	"0.3"	8	"3"	3	"ral"	"no"	"yes"	"underived"	640	"-"	"sing"	"-"	32	380	3	15	3.84	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	0	0	5	"min@ral"	"2.0"	"2.0"	NA	230	230	230	1	0	"-"	5.44241771052179	5.44241771052179	11.1882612385875	6.76388490856244	6.87005341179813	6.46302945692067	6.11146733950268	1	0	0	0	5.44241771052179	5.44241771052179	5.44241771052179	-0.211293458993304	0.183242477613823	0.775475978782556	-2.43449778937374	2.37205923803211	-1.49060518018276	5.44241771052179	"sg_plDom"
"28249"	"klavier"	"s19"	3	453	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"incorrect"	824	"klavier"	916	"klavir"	6	"nom"	"-"	"yes"	"klavi"	"0.487"	"klavir"	"0.6"	7	"2"	2	"vir"	"no"	"yes"	"underived"	619	"-"	"sing"	"-"	60	65	2	6	2.64	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"klavir"	"60.0"	"60.0"	NA	60	60	60	1	0	"-"	4.11087386417331	4.11087386417331	1.79175946922805	6.71538338633468	6.82110747225646	6.42971947803914	6.11809719804135	1	0	0	0	4.11087386417331	4.11087386417331	4.11087386417331	-0.260239398534965	0.149932498732291	0.782105837321226	-3.76604163572222	1.04051539168363	-2.82214902653124	4.11087386417331	"sg_plDom"
"28257"	"ponten"	"s19"	3	461	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"incorrect"	778	"pont"	911	"pOnt@"	5	"nom"	"-"	"yes"	"[end]"	"0.29"	"pOnt@"	"0.4"	6	"2"	2	"pOn"	"yes"	"no"	"underived"	416	"-"	"plur"	"-"	6	0	0	0	2.54666666667	"11"	"13"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"pOnt"	"6.0"	"164.0"	NA	6	564164	0	1	0	"en"	1.94591014905531	13.2431020408863	0	6.65801104587075	6.81563999007433	6.0330862217988	6.13556489108174	0	1	1	1	13.2431020408863	0	1.94591014905531	-0.265706880717099	-0.246700757508045	0.799573530361616	5.36618654099081	-3.07035847248969	-4.98711274164924	0	"pl_sgDom"
"28259"	"troel"	"s19"	3	463	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	795	"troel"	842	"trul"	4	"nom"	"-"	"yes"	"trul"	"0.36"	"trul"	"0.36"	5	"1"	1	"trul"	"yes"	"yes"	"underived"	381	"-"	"sing"	"-"	4	6	0	0	2.4	"6"	"10"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"trul"	"4.0"	"4.0"	NA	4	4	4	1	0	"-"	1.6094379124341	1.6094379124341	1.09861228866811	6.67959918584438	6.73696695800186	5.94542060860658	6.13988455222626	1	0	0	0	1.6094379124341	1.6094379124341	1.6094379124341	-0.344379912789575	-0.334366370700272	0.803893191506133	-6.26747758746143	-1.46092056005559	-5.32358497827045	1.6094379124341	"sg_plDom"
"28262"	"sappen"	"s19"	3	466	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	872	"sap"	1411	"sAp@"	4	"nom"	"-"	"yes"	"[end]"	"0.34"	"sAp@"	"0.41"	6	"2"	2	"sA"	"yes"	"no"	"underived"	434	"-"	"plur"	"-"	81	0	3	41	4.70666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	4	"sAp"	"0.0"	"0.0"	NA	81	366	0	1	0	"en"	4.40671924726425	5.90536184805457	0	6.7719355558396	7.25276241805319	6.07534603108868	6.1463292576689	0	1	1	1	5.90536184805457	0	4.40671924726425	0.171415547261757	-0.204440948218163	0.810337896948775	-1.97155365184096	-3.07035847248969	-2.5263036434403	0	"pl_sgDom"
"28263"	"triomfen"	"s19"	3	467	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	1135	"triomf"	872	"trijOmf@"	8	"nom"	"-"	"yes"	"trijO"	"0.33"	"trijOmf@"	"0.68"	8	"3"	2	"jOm"	"no"	"no"	"underived"	704	"-"	"plur"	"-"	52	0	0	0	3.38666666667	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	8	"trijOmf"	"52.0"	"460.0"	NA	52	460	0	1	0	"en"	3.97029191355212	6.13339804299665	0	7.0352685992811	6.7719355558396	6.55819780281227	6.14846829591765	0	1	1	1	6.13339804299665	0	3.97029191355212	-0.309411314951828	0.278410823505422	0.812476935197525	-1.74351745689888	-3.07035847248969	-2.96273097715243	0	"pl_sgDom"
"28280"	"magazijn"	"s19"	3	484	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	735	"magazijn"	1059	"mAGazKn"	7	"nom"	"-"	"no"	"mAxa"	"0.2"	"mAGazKn"	"0.63"	8	"3"	3	"zKn"	"no"	"yes"	"underived"	650	"-"	"sing"	"-"	231	317	26	45	4.61333333333	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	0	0	7	"mAGazKn"	"231.0"	"231.0"	NA	231	231	231	1	0	"-"	5.44673737166631	5.44673737166631	4.46590811865458	6.60123011872888	6.96602418710611	6.47850964220857	6.18414889093748	1	0	0	0	5.44673737166631	5.44673737166631	5.44673737166631	-0.115322683685317	0.198722662901722	0.848157530217361	-2.43017812822922	2.37637889917662	-1.48628551903824	5.44673737166631	"sg_plDom"
"28308"	"stuipen"	"s19"	3	512	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"incorrect"	1065	"stuip"	1179	"stLp@"	5	"nom"	"-"	"yes"	"stLp"	"0.53"	"stLp@"	"0.63"	7	"2"	2	"stL"	"yes"	"no"	"underived"	652	"-"	"plur"	"-"	134	0	7	10	3.8	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"stLp"	"134.0"	"17.0"	NA	134	17	0	1	0	"en"	4.90527477843843	2.89037175789616	0	6.97166860472579	7.07326971745971	6.48157712927643	6.24027584517077	0	1	1	1	2.89037175789616	0	4.90527477843843	-0.00807715333171988	0.201790149969584	0.904284484450647	-4.98654374199937	-3.07035847248969	-2.02774811226612	0	"pl_sgDom"
"28313"	"kiem"	"s19"	3	517	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"incorrect"	1069	"kiem"	1107	"kim"	3	"nom"	"-"	"yes"	"kim"	"0.25"	"kim"	"0.25"	4	"1"	1	"kim"	"yes"	"yes"	"underived"	266	"present"	"sing"	"1,2"	177	307	9	13	3.22666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"kim"	"0.0"	"14.0"	NA	17700	17700	17700	1	0	"-"	9.78137641414116	9.78137641414116	14.0789626920255	6.97541392745595	7.01031186730723	5.58724865840025	6.24997524225948	1	0	0	0	9.78137641414116	9.78137641414116	9.78137641414116	-0.0710350034842007	-0.692538320906597	0.913983881539361	1.90446091424563	6.71101794165147	2.84835352343661	9.78137641414116	"sg_plDom"
"28339"	"beelden"	"s19"	3	543	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	787	"beeld"	678	"beld@"	5	"nom"	"-"	"yes"	"bel"	"0.39"	"beld@"	"0.53"	7	"2"	2	"bel"	"yes"	"no"	"underived"	551	"-"	"plur"	"-"	1986	0	254	29	5.30666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	5	"beld"	"1986.0"	"6170.0"	NA	1986	6170	0	1	0	"en"	7.59438124255182	8.72761617832107	0	6.66949808985788	6.5206211275587	6.31354804627709	6.29894924685594	0	1	1	1	8.72761617832107	0	7.59438124255182	-0.560725743232734	0.0337610669702482	0.96295788613582	0.850700678425536	-3.07035847248969	0.661358351847267	0	"pl_sgDom"
"28346"	"ossen"	"s19"	3	550	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"incorrect"	806	"os"	1013	"Os@"	3	"nom"	"-"	"yes"	"[end]"	"0.28"	"Os@"	"0.37"	5	"2"	2	"O"	"yes"	"no"	"underived"	390	"-"	"plur"	"-"	98	0	6	18	3.32	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"Os"	"98.0"	"103.0"	NA	98	103	0	1	0	"en"	4.59511985013459	4.64439089914137	0	6.69332366826995	6.92165818415113	5.96870755998537	6.31173480915291	0	1	1	1	4.64439089914137	0	4.59511985013459	-0.159688686640301	-0.311079419321481	0.975743448432793	-3.23252460075416	-3.07035847248969	-2.33790304056996	0	"pl_sgDom"
"28349"	"marmotten"	"s19"	3	553	18	"female"	"left"	"noord-brabant"	"Bergeijks"	"vwo"	"word"	"correct"	720	"marmot"	692	"mArmOt@"	7	"nom"	"-"	"yes"	"mArmO"	"0.29"	"mArmOt@"	"0.5"	9	"3"	3	"mO"	"no"	"no"	"underived"	521	"-"	"plur"	"-"	14	0	0	3	3.28	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	7	"mArmOt"	"14.0"	"30.0"	NA	14	30	0	1	0	"en"	2.70805020110221	3.43398720448515	0	6.58063913728495	6.5410299991899	6.25766758788264	6.31716468674728	0	1	1	1	3.43398720448515	0	2.70805020110221	-0.540316871601527	-0.0221193914242077	0.981173326027162	-4.44292829541039	-3.07035847248969	-4.22497268960234	0	"pl_sgDom"
"28478"	"atleten"	"s2"	3	123	20	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1026	"atleet"	883	"Atlet@"	6	"nom"	"-"	"yes"	"Atle"	"0.47"	"Atlet@"	"0.69"	7	"3"	3	"le"	"no"	"no"	"underived"	707	"-"	"plur"	"-"	106	0	14	13	4.38666666667	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"Atlet"	"53.0"	"110.0"	NA	75353	110	0	1	0	"en"	11.2299522882462	4.70953020131233	0	6.93439720992856	6.78445706263764	6.56244409369372	4.82028156560504	0	1	1	1	4.70953020131233	0	11.2299522882462	-0.296889808153787	0.282657114386873	-0.515709795115085	-3.1673852985832	-3.07035847248969	4.29692939754163	0	"pl_sgDom"
"28492"	"flanken"	"s2"	3	137	20	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"incorrect"	1188	"flank"	858	"flANk@"	6	"nom"	"-"	"yes"	"flAN"	"0.42"	"flANk@"	"0.57"	7	"2"	2	"flAN"	"yes"	"no"	"underived"	591	"-"	"plur"	"-"	174	0	14	33	3.22666666667	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	6	"flANk"	"174.0"	"98.0"	NA	174	98	0	1	0	"en"	5.16478597392351	4.59511985013459	0	7.08086789669078	6.75576892198425	6.38350663488401	4.92725368515721	0	1	1	1	4.59511985013459	0	5.16478597392351	-0.325577948807175	0.103719655577159	-0.408737675562917	-3.28179564976094	-3.07035847248969	-1.76823691678104	0	"pl_sgDom"
"28540"	"raaf"	"s2"	3	185	20	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1149	"raaf"	1360	"raf"	3	"nom"	"-"	"yes"	"[end]"	"0.57"	"raf"	"0.57"	4	"1"	1	"raf"	"yes"	"yes"	"underived"	590	"-"	"sing"	"-"	125	251	6	10	3.36	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"raf"	"125.0"	"125.0"	NA	125	125	125	1	0	"-"	4.83628190695148	4.83628190695148	4.84418708645859	7.0475172213573	7.21597500265147	6.3818160174061	5.2257466737132	1	0	0	0	4.83628190695148	4.83628190695148	4.83628190695148	0.134628131860036	0.102029038099252	-0.11024468700692	-3.04063359294405	1.76592343446179	-2.09674098375307	4.83628190695148	"sg_plDom"
"28554"	"ossen"	"s2"	3	199	20	"female"	"right"	"noord-brabant"	"no"	"vwo"	"word"	"correct"	1268	"os"	1294	"Os@"	3	"nom"	"-"	"yes"	"[end]"	"0.28"	"Os@"	"0.37"	5	"2"	2	"O"	"yes"	"no"	"underived"	390	"-"	"plur"	"-"	98	0	6	18	3.32	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	0	0	0	1	0	3	"Os"	"98.0"	"103.0"	NA	98	103	0	1	0	"en"	4.59511985013459	4.64439089914137	0	7.14598446771439	7.16626597413364	5.96870755998537	5.29831736654804	0	1	1	1	4.64439089914137	0	4.59511985013459	0.0849191033422079	-0.311079419321481	-0.0376739941720858	-3.23252460075416	-3.07035847248969	-2.33790304056996	0	"pl_sgDom"
